addr,size,ninsn,ncallers,ncallees,nstr,first_str
0x0206e6c4,106,39,6,2,0,""
0x0206e72e,1878,630,3,20,1,"X.B&A"
0x0206ee84,146,48,4,2,0,""
0x0206ef16,176,57,7,2,0,""
0x0206efc6,66,20,7,2,0,""
0x0206f008,80,25,2,4,0,""
0x0206f058,6,3,2,1,0,""
0x0206f05e,20,5,2,0,0,""
0x0206f072,112,38,2,5,0,""
0x0206f0e2,10,5,3,1,0,""
0x0206f0ec,86,27,2,4,0,""
0x0206f142,6,3,2,1,0,""
0x0206f148,12,4,1,1,0,""
0x0206f154,8,3,7,1,0,""
0x0206f15c,170,59,3,2,0,""
0x0206f206,52,16,1,1,0,""
0x0206f23a,8,4,1,0,0,""
0x0206f242,30,12,2,0,0,""
0x0206f260,8,3,1,1,0,""
0x0206f268,52,19,6,0,0,""
0x0206f29c,92,30,2,0,0,""
0x0206f2f8,8,3,3,0,0,""
0x0206f300,8,3,1,0,0,""
0x0206f308,114,38,1,1,0,""
0x0206f37a,8,3,2,0,0,""
0x0206f382,36,9,1,0,0,""
0x0206f3a6,196,60,3,3,0,""
0x0206f46a,54,18,2,0,0,""
0x0206f4a0,88,36,2,0,0,""
0x0206f4f8,354,119,4,11,0,""
0x0206f65a,96,37,1,0,0,""
0x0206f6ba,26,8,5,0,0,""
0x0206f6d4,16,6,2,0,0,""
0x0206f6e4,20,7,5,0,0,""
0x0206f6f8,32,13,3,0,0,""
0x0206f718,26,11,3,0,0,""
0x0206f732,32,10,4,0,0,""
0x0206f752,358,125,2,11,0,""
0x0206f8b8,80,25,1,4,0,""
0x0206f908,48,16,3,0,0,""
0x0206f938,160,61,4,1,0,""
0x0206f9d8,46,14,3,2,0,""
0x0206fa06,510,162,1,15,0,""
0x0206fc04,16,6,1,0,0,""
0x0206fc14,252,91,2,1,0,""
0x0206fd10,12,4,4,1,0,""
0x0206fd1c,524,165,1,13,0,""
0x0206ff28,52,20,3,0,0,""
0x0206ff5c,52,16,2,2,0,""
0x0206ff90,334,105,3,3,0,""
0x020700de,520,167,1,17,0,""
0x020702e6,266,88,1,7,0,""
0x020703f0,418,125,1,12,0,""
0x02070592,44,13,1,0,0,""
0x020705be,166,68,1,0,0,""
0x02070664,162,57,1,3,0,""
0x02070706,16,4,1,0,0,""
0x02070716,76,23,2,2,0,""
0x02070762,472,153,1,15,0,""
0x0207093a,574,193,1,3,0,""
0x02070b78,14,5,1,1,0,""
0x02070b86,38,14,1,1,0,""
0x02070bac,5486,1800,0,50,0,""
0x0207211a,78,30,1,2,0,""
0x02072168,450,165,1,12,0,""
0x0207232a,1010,325,0,22,0,""
0x0207271c,654,202,1,11,0,""
0x020729aa,332,98,1,4,0,""
0x02072af6,80,23,1,0,0,""
0x02072b46,16,4,1,0,0,""
0x02072b56,50,18,1,0,0,""
0x02072b88,474,163,1,11,0,""
0x02072d62,44,15,2,0,0,""
0x02072d8e,116,37,1,1,0,""
0x02072e02,94,25,1,3,0,""
0x02072e60,64,21,1,2,0,""
0x02072ea0,230,79,7,1,0,""
0x02072f86,36,11,4,0,0,""
0x02072faa,58,23,1,0,0,""
0x02072fe4,150,50,1,1,0,""
0x0207307a,184,64,1,1,0,""
0x02073132,150,47,7,2,0,""
0x020731c8,62,22,11,2,0,""
0x02073206,172,53,7,7,0,""
0x020732b2,18,7,3,0,0,""
0x020732c4,208,68,1,3,0,""
0x02073394,112,38,4,3,0,""
0x02073404,104,37,3,0,0,""
0x0207346c,26,8,6,2,0,""
0x02073486,34,10,1,0,0,""
0x020734a8,26,8,10,2,0,""
0x020734c2,10,3,1,1,0,""
0x020734cc,20,5,2,1,0,""
0x020734e0,48,17,8,3,0,""
0x02073510,54,17,6,3,0,""
0x02073546,114,38,1,0,0,""
0x020735b8,34,9,1,2,0,""
0x020735da,262,89,1,0,0,""
0x020736e0,116,34,1,2,0,""
0x02073754,456,164,3,0,0,""
0x0207391c,70,26,2,1,0,""
0x02073962,266,94,5,7,0,""
0x02073a6c,242,76,2,4,0,""
0x02073b5e,128,40,4,1,0,""
0x02073bde,102,33,4,0,0,""
0x02073c44,106,37,1,0,0,""
0x02073cae,106,37,2,1,0,""
0x02073d18,96,32,4,1,0,""
0x02073d78,38,13,1,0,0,""
0x02073d9e,228,77,2,4,0,""
0x02073e82,210,69,1,1,0,""
0x02073f54,122,42,2,1,0,""
0x02073fce,96,32,1,1,0,""
0x0207402e,50,15,1,0,0,""
0x02074060,96,32,4,1,0,""
0x020740c0,146,47,2,2,0,""
0x02074152,556,173,1,8,0,""
0x0207437e,910,400,2,1,0,""
0x0207470c,14,6,12,0,0,""
0x0207471a,28,13,11,0,0,""
0x02074736,32,14,11,0,0,""
0x02074756,46,19,11,2,0,""
0x02074784,54,21,2,0,0,""
0x020747ba,44,16,4,0,0,""
0x020747e6,186,64,2,1,0,""
0x020748a0,356,120,1,4,0,""
0x02074a04,36,14,2,0,0,""
0x02074a28,262,86,1,4,0,""
0x02074b2e,20,6,5,1,0,""
0x02074b42,18,8,7,0,0,""
0x02074b54,14,5,2,1,0,""
0x02074b62,876,288,8,9,0,""
0x02074ece,16,8,2,0,0,""
0x02074ede,42,15,1,0,0,""
0x02074f08,98,37,1,0,0,""
0x02074f6a,54,22,1,0,0,""
0x02074fa0,64,24,1,0,0,""
0x02074fe0,14,4,1,0,0,""
0x02074fee,14,4,1,0,0,""
0x02074ffc,54,22,1,0,0,""
0x02075032,64,24,1,0,0,""
0x02075072,56,21,1,0,0,""
0x020750aa,56,26,1,1,0,""
0x020750e2,16,4,1,0,0,""
0x020750f2,16,4,1,0,0,""
0x02075102,58,15,1,4,0,""
0x0207513c,54,16,3,0,0,""
0x02075172,62,22,8,1,0,""
0x020751b0,142,53,3,1,0,""
0x0207523e,10,3,5,1,0,""
0x02075248,38,17,2,2,0,""
0x0207526e,22,8,2,1,0,""
0x02075284,16,6,4,0,0,""
0x02075294,174,71,2,2,0,""
0x02075342,118,39,2,6,0,""
0x020753b8,142,56,2,5,0,""
0x02075446,76,28,2,0,0,""
0x02075492,24,10,5,2,0,""
0x020754aa,28,10,4,1,0,""
0x020754c6,26,8,3,0,0,""
0x020754e0,172,54,2,3,0,""
0x0207558c,100,35,2,3,0,""
0x020755f0,58,24,1,4,0,""
0x0207562a,20,9,3,0,0,""
0x0207563e,18,7,4,1,0,""
0x02075650,8,4,2,0,0,""
0x02075658,204,71,4,1,0,""
0x02075724,30,10,1,0,0,""
0x02075742,10,4,2,0,0,""
0x0207574c,12,6,2,0,0,""
0x02075758,40,18,4,0,0,""
0x02075780,118,43,3,1,0,""
0x020757f6,44,17,4,1,0,""
0x02075822,40,16,2,1,0,""
0x0207584a,38,14,1,3,0,""
0x02075870,12,5,5,0,0,""
0x0207587c,12,4,3,1,0,""
0x02075888,1170,397,9,18,0,""
0x02075d1a,18,6,1,0,0,""
0x02075d2c,616,206,11,8,0,""
0x02075f94,96,30,1,1,0,""
0x02075ff4,52,16,2,0,0,""
0x02076028,54,21,1,0,0,""
0x0207605e,24,8,3,1,0,""
0x02076076,24,8,1,1,0,""
0x0207608e,34,11,2,1,0,""
0x020760b0,24,8,1,1,0,""
0x020760c8,24,8,1,1,0,""
0x020760e0,32,10,1,1,0,""
0x02076100,86,31,2,0,0,""
0x02076156,32,10,8,0,0,""
0x02076176,50,16,1,0,0,""
0x020761a8,196,54,2,12,0,""
0x0207626c,24,10,1,1,0,""
0x02076284,20,8,3,0,0,""
0x02076298,14,5,3,1,0,""
0x020762a6,42,13,2,2,0,""
0x020762d0,20,8,1,1,0,""
0x020762e4,28,11,2,0,0,""
0x02076300,16,7,4,0,0,""
0x02076310,20,9,5,0,0,""
0x02076324,56,21,1,3,0,""
0x0207635c,134,49,4,0,0,""
0x020763e2,144,53,2,2,0,""
0x02076472,94,36,4,2,0,""
0x020764d0,58,18,6,1,0,""
0x0207650a,86,34,1,4,0,""
0x02076560,282,103,1,6,0,""
0x0207667a,26,10,2,0,0,""
0x02076694,26,9,2,1,0,""
0x020766ae,868,242,1,23,0,""
0x02076a12,48,20,7,1,0,""
0x02076a42,232,78,5,3,0,""
0x02076b2a,54,17,1,0,0,""
0x02076b60,26,9,2,0,0,""
0x02076b7a,134,49,2,0,0,""
0x02076c00,110,49,2,4,0,""
0x02076c6e,34,10,1,0,0,""
0x02076c90,58,25,2,2,0,""
0x02076cca,88,32,5,3,0,""
0x02076d22,104,43,1,3,0,""
0x02076d8a,480,152,2,6,0,""
0x02076f6a,98,39,2,3,0,""
0x02076fcc,130,52,4,3,0,""
0x0207704e,34,16,4,2,0,""
0x02077070,10,3,3,1,0,""
0x0207707a,10,3,3,1,0,""
0x02077084,20,6,3,0,0,""
0x02077098,62,26,1,1,0,""
0x020770d6,18,6,2,1,0,""
0x020770e8,28,8,2,0,0,""
0x02077104,602,208,1,9,0,""
0x0207735e,156,54,9,0,0,""
0x020773fa,946,342,1,14,0,""
0x020777ac,578,217,1,13,0,""
0x020779ee,22,8,1,1,0,""
0x02077a04,112,43,1,2,0,""
0x02077a74,70,27,1,3,0,""
0x02077aba,86,31,1,3,0,""
0x02077b10,134,49,1,4,0,""
0x02077b96,2190,701,0,48,0,""
0x02078424,36,12,2,1,0,""
0x02078448,224,82,1,5,0,""
0x02078528,44,15,3,1,0,""
0x02078554,66,24,1,0,0,""
0x02078596,136,45,3,1,0,""
0x0207861e,98,37,4,3,0,""
0x02078680,220,78,5,7,0,""
0x0207875c,50,16,2,0,0,""
0x0207878e,76,30,1,3,0,""
0x020787da,76,29,3,6,0,""
0x02078826,16,8,2,1,0,""
0x02078836,54,20,11,1,0,""
0x0207886c,80,32,6,3,0,""
0x020788bc,54,20,2,2,0,""
0x020788f2,76,26,2,2,0,""
0x0207893e,30,11,8,1,0,""
0x0207895c,22,8,2,1,0,""
0x02078972,210,79,4,9,0,""
0x02078a44,108,41,1,2,0,""
0x02078ab0,26,9,9,0,0,""
0x02078aca,118,52,1,3,0,""
0x02078b40,202,83,1,3,0,""
0x02078c0a,112,48,1,3,0,""
0x02078c7a,156,65,1,3,0,""
0x02078d16,144,60,1,3,0,""
0x02078da6,146,59,1,4,0,""
0x02078e38,154,65,1,3,0,""
0x02078ed2,144,61,1,3,0,""
0x02078f62,84,35,1,3,0,""
0x02078fb6,54,20,1,2,0,""
0x02078fec,366,135,1,4,0,""
0x0207915a,72,28,1,2,0,""
0x020791a2,766,278,1,18,0,""
0x020794a0,20,7,4,2,0,""
0x020794b4,12,4,6,0,0,""
0x020794c0,1000,339,5,7,0,""
0x020798a8,282,100,1,4,0,""
0x020799c2,52,18,2,0,0,""
0x020799f6,556,204,0,12,0,""
0x02079c22,814,292,1,3,0,""
0x02079f50,58,22,2,3,0,""
0x02079f8a,78,27,2,1,0,""
0x02079fd8,50,16,1,1,0,""
0x0207a00a,734,267,3,8,0,""
0x0207a2e8,38,13,2,0,0,""
0x0207a30e,16,7,2,0,0,""
0x0207a31e,86,35,1,1,0,""
0x0207a374,36,14,2,1,0,""
0x0207a398,160,56,2,3,0,""
0x0207a438,18,6,4,0,0,""
0x0207a44a,794,276,1,9,0,""
0x0207a764,48,17,4,1,0,""
0x0207a794,92,36,3,0,0,""
0x0207a7f0,12,4,5,1,0,""
0x0207a7fc,22,9,2,1,0,""
0x0207a812,100,39,3,3,0,""
0x0207a876,146,60,1,6,0,""
0x0207a908,422,164,0,13,0,""
0x0207aaae,58,20,4,1,0,""
0x0207aae8,252,96,1,8,0,""
0x0207abe4,534,203,0,6,0,""
0x0207adfa,78,32,2,1,0,""
0x0207ae48,68,25,1,2,0,""
0x0207ae8c,928,367,0,5,0,""
0x0207b22c,26,10,3,1,0,""
0x0207b246,54,20,1,2,0,""
0x0207b27c,16,6,7,0,0,""
0x0207b28c,14,7,3,1,0,""
0x0207b29a,8,4,1,1,0,""
0x0207b2a2,34,16,1,1,0,""
0x0207b2c4,38,15,3,0,0,""
0x0207b2ea,72,32,1,2,0,""
0x0207b332,6,2,5,0,0,""
0x0207b338,26,10,4,1,0,""
0x0207b352,6,2,5,0,0,""
0x0207b358,80,33,7,3,0,""
0x0207b3a8,16,7,1,1,0,""
0x0207b3b8,26,12,4,2,0,""
0x0207b3d2,234,80,2,7,0,""
0x0207b4bc,154,61,3,5,0,""
0x0207b556,90,34,3,4,0,""
0x0207b5b0,30,13,2,1,0,""
0x0207b5ce,8,3,4,1,0,""
0x0207b5d6,380,128,1,7,0,""
0x0207b752,138,49,3,4,0,""
0x0207b7dc,30,11,2,1,0,""
0x0207b7fa,52,20,2,1,0,""
0x0207b82e,320,114,1,8,0,""
0x0207b96e,844,314,0,18,0,""
0x0207bcba,30,11,1,1,0,""
0x0207bcd8,204,87,0,4,0,""
0x0207bda4,104,40,1,3,0,""
0x0207be0c,132,54,0,4,0,""
0x0207be90,32,11,1,1,0,""
0x0207beb0,986,318,0,15,0,""
0x0207c28a,30,9,2,0,0,""
0x0207c2a8,30,9,2,0,0,""
0x0207c2c6,226,73,2,2,0,""
0x0207c3a8,152,54,1,7,0,""
0x0207c440,224,77,2,1,0,""
0x0207c520,50,18,1,1,0,""
0x0207c552,138,50,2,1,0,""
0x0207c5dc,42,13,1,2,0,""
0x0207c606,10,3,1,1,0,""
0x0207c610,10,3,1,1,0,""
0x0207c61a,2030,623,0,52,0,""
0x0207ce08,22,8,1,0,0,""
0x0207ce1e,746,269,0,11,0,""
0x0207d108,130,43,1,1,0,""
0x0207d18a,30,10,2,2,0,""
0x0207d1a8,16,6,1,0,0,""
0x0207d1b8,24,10,5,0,0,""
0x0207d1d0,8,4,4,1,0,""
0x0207d1d8,16,6,10,0,0,""
0x0207d1e8,8,4,6,1,0,""
0x0207d1f0,10,5,2,0,0,""
0x0207d1fa,16,8,2,0,0,""
0x0207d20a,8,3,2,1,0,""
0x0207d212,72,30,4,3,0,""
0x0207d25a,44,16,1,4,0,""
0x0207d286,24,10,3,0,0,""
0x0207d29e,70,28,2,3,0,""
0x0207d2e4,24,9,2,0,0,""
0x0207d2fc,10,4,1,1,0,""
0x0207d306,78,33,4,3,0,""
0x0207d354,168,61,1,3,0,""
0x0207d3fc,10,4,3,1,0,""
0x0207d406,42,16,1,1,0,""
0x0207d430,48,20,1,3,0,""
0x0207d460,102,37,2,3,0,""
0x0207d4c6,132,47,1,4,0,""
0x0207d54a,380,145,2,4,0,""
0x0207d6c6,124,44,2,3,0,""
0x0207d742,12,6,2,1,0,""
0x0207d74e,8,3,3,1,0,""
0x0207d756,18,6,1,1,0,""
0x0207d768,1042,336,0,28,0,""
0x0207db7a,18,5,1,0,0,""
0x0207db8c,118,42,1,4,0,""
0x0207dc02,10,4,1,1,0,""
0x0207dc0c,12,4,1,0,0,""
0x0207dc18,48,20,1,1,0,""
0x0207dc48,94,33,1,0,0,""
0x0207dca6,146,47,1,4,0,""
0x0207dd38,20,5,2,0,0,""
0x0207dd4c,56,18,1,4,0,""
0x0207dd84,36,13,2,0,0,""
0x0207dda8,78,32,3,0,0,""
0x0207ddf6,74,31,4,0,0,""
0x0207de40,60,24,1,0,0,""
0x0207de7c,58,23,1,0,0,""
0x0207deb6,142,66,1,1,0,""
0x0207df44,18,6,11,1,0,""
0x0207df56,16,6,2,1,0,""
0x0207df66,132,45,1,2,0,""
0x0207dfea,28,10,4,0,0,""
0x0207e006,146,47,1,4,0,""
0x0207e098,18,5,1,0,0,""
0x0207e0aa,20,6,2,0,0,""
0x0207e0be,304,99,1,10,0,""
0x0207e1ee,26,8,1,0,0,""
0x0207e208,28,9,1,0,0,""
0x0207e224,24,7,1,0,0,""
0x0207e23c,24,7,2,1,0,""
0x0207e254,28,8,1,1,0,""
0x0207e270,38,15,1,1,0,""
0x0207e296,18,5,2,0,0,""
0x0207e2a8,60,20,1,2,0,""
0x0207e2e4,18,5,2,0,0,""
0x0207e2f6,22,6,1,1,0,""
0x0207e30c,20,7,1,0,0,""
0x0207e320,38,14,4,2,0,""
0x0207e346,64,23,5,3,0,""
0x0207e386,34,16,4,2,0,""
0x0207e3a8,48,20,1,1,0,""
0x0207e3d8,22,9,2,0,0,""
0x0207e3ee,8,4,3,1,0,""
0x0207e3f6,80,32,2,4,0,""
0x0207e446,202,80,2,4,0,""
0x0207e510,48,20,4,3,0,""
0x0207e540,28,9,1,1,0,""
0x0207e55c,32,10,2,0,0,""
0x0207e57c,190,68,1,2,0,""
0x0207e63a,32,10,2,0,0,""
0x0207e65a,24,10,2,1,0,""
0x0207e672,204,77,2,2,0,""
0x0207e73e,28,9,2,1,0,""
0x0207e75a,46,15,2,2,0,""
0x0207e788,34,10,4,1,0,""
0x0207e7aa,58,19,3,3,0,""
0x0207e7e4,6,3,1,1,0,""
0x0207e7ea,46,18,1,3,0,""
0x0207e818,164,70,3,3,0,""
0x0207e8bc,6,2,2,0,0,""
0x0207e8c2,74,27,1,1,0,""
0x0207e90c,44,15,3,1,0,""
0x0207e938,326,109,3,6,0,""
0x0207ea7e,2564,810,4,50,0,""
0x0207f482,124,45,2,2,0,""
0x0207f4fe,138,53,1,5,0,""
0x0207f588,30,8,1,2,0,""
0x0207f5a6,26,9,1,1,0,""
0x0207f5c0,24,9,1,1,0,""
0x0207f5d8,30,11,1,1,0,""
0x0207f5f6,114,41,3,6,0,""
0x0207f668,20,8,1,0,0,""
0x0207f67c,1662,544,0,34,0,""
0x0207fcfa,20,6,1,0,0,""
0x0207fd0e,1000,339,0,25,0,""
0x020800f6,14,5,1,0,0,""
0x02080104,86,21,1,3,0,""
0x0208015a,16,4,1,0,0,""
0x0208016a,24,8,4,1,0,""
0x02080182,6,3,1,1,0,""
0x02080188,18,6,5,1,0,""
0x0208019a,10,3,3,1,0,""
0x020801a4,84,31,1,5,0,""
0x020801f8,128,47,1,6,0,""
0x02080278,194,64,1,2,0,""
0x0208033a,356,118,1,7,0,""
0x0208049e,66,25,1,1,0,""
0x020804e0,810,255,0,20,0,""
0x0208080a,46,17,1,1,0,""
0x02080838,24,9,2,0,0,""
0x02080850,70,27,1,3,0,""
0x02080896,6,3,1,1,0,""
0x0208089c,76,30,1,2,0,""
0x020808e8,34,13,3,1,0,""
0x0208090a,86,31,3,3,0,""
0x02080960,38,16,1,1,0,""
0x02080986,26,11,4,0,0,""
0x020809a0,64,27,1,2,0,""
0x020809e0,38,15,2,0,0,""
0x02080a06,170,55,2,2,0,""
0x02080ab0,146,52,2,1,0,""
0x02080b42,70,25,2,1,0,""
0x02080b88,42,15,4,0,0,""
0x02080bb2,114,45,1,6,0,""
0x02080c24,132,51,1,7,0,""
0x02080ca8,42,17,1,0,0,""
0x02080cd2,14,5,1,1,0,""
0x02080ce0,286,97,2,0,0,""
0x02080dfe,98,30,3,2,0,""
0x02080e60,100,34,2,2,0,""
0x02080ec4,396,132,3,4,0,""
0x02081050,562,209,1,2,0,""
0x02081282,16,6,3,0,0,""
0x02081292,60,23,2,1,0,""
0x020812ce,50,18,6,0,0,""
0x02081300,16,5,2,0,0,""
0x02081310,72,32,2,2,0,""
0x02081358,26,11,5,0,0,""
0x02081372,50,18,5,0,0,""
0x020813a4,42,21,2,2,0,""
0x020813ce,22,8,5,0,0,""
0x020813e4,42,16,1,0,0,""
0x0208140e,204,74,6,1,0,""
0x020814da,10,5,4,1,0,""
0x020814e4,58,28,1,2,0,""
0x0208151e,26,11,4,2,0,""
0x02081538,42,16,3,0,0,""
0x02081562,40,17,2,3,0,""
0x0208158a,270,117,1,5,0,""
0x02081698,200,84,1,4,0,""
0x02081760,28,13,3,0,0,""
0x0208177c,50,22,1,2,0,""
0x020817ae,250,102,1,8,0,""
0x020818a8,414,158,2,9,0,""
0x02081a46,44,15,2,0,0,""
0x02081a72,312,117,1,6,0,""
0x02081baa,84,37,1,3,0,""
0x02081bfe,842,326,1,14,0,""
0x02081f48,56,25,1,1,0,""
0x02081f80,102,43,1,2,0,""
0x02081fe6,70,31,1,1,0,""
0x0208202c,160,62,1,2,0,""
0x020820cc,106,47,1,1,0,""
0x02082136,264,100,1,2,0,""
0x0208223e,94,42,1,1,0,""
0x0208229c,530,226,1,2,0,""
0x020824ae,48,14,1,2,0,""
0x020824de,28,10,1,0,0,""
0x020824fa,50,20,5,1,0,""
0x0208252c,10,3,4,1,0,""
0x02082536,1212,387,1,13,0,""
0x020829f2,226,82,1,3,0,""
0x02082ad4,32,12,1,0,0,""
0x02082af4,140,46,1,3,0,""
0x02082b80,382,131,1,3,0,""
0x02082cfe,22,8,1,0,0,""
0x02082d14,16,5,1,0,0,""
0x02082d24,1542,501,1,26,0,""
0x0208332a,106,33,1,5,0,""
0x02083394,196,67,1,4,0,""
0x02083458,1236,504,1,12,0,""
0x0208392c,376,150,2,0,0,""
0x02083aa4,38,12,2,0,0,""
0x02083aca,54,19,7,0,0,""
0x02083b00,30,9,11,0,0,""
0x02083b1e,36,17,6,2,0,""
0x02083b42,24,12,14,1,0,""
0x02083b5a,24,12,6,1,0,""
0x02083b72,386,130,8,2,0,""
0x02083cf4,48,14,4,1,0,""
0x02083d24,24,10,1,2,0,""
0x02083d3c,62,23,3,4,0,""
0x02083d7a,26,9,3,3,0,""
0x02083d94,24,10,9,2,0,""
0x02083dac,36,13,2,2,0,""
0x02083dd0,38,14,2,2,0,""
0x02083df6,38,14,2,2,0,""
0x02083e1c,36,13,2,2,0,""
0x02083e40,36,13,2,2,0,""
0x02083e64,38,14,2,2,0,""
0x02083e8a,22,7,2,0,0,""
0x02083ea0,18,6,2,0,0,""
0x02083eb2,150,56,3,0,0,""
0x02083f48,26,10,3,2,0,""
0x02083f62,78,26,1,2,0,""
0x02083fb0,48,18,2,2,0,""
0x02083fe0,878,315,2,17,0,""
0x0208434e,46,15,2,0,0,""
0x0208437c,488,160,1,10,0,""
0x02084564,12,5,2,1,0,""
0x02084570,12,5,2,1,0,""
0x0208457c,12,5,2,1,0,""
0x02084588,376,144,1,12,0,""
0x02084700,116,36,2,1,0,""
0x02084774,22,10,1,0,0,""
0x0208478a,32,12,9,1,0,""
0x020847aa,48,19,4,0,0,""
0x020847da,24,8,10,1,0,""
0x020847f2,50,17,1,2,0,""
0x02084824,62,24,2,2,0,""
0x02084862,16,8,2,2,0,""
0x02084872,36,14,2,1,0,""
0x02084896,16,6,2,0,0,""
0x020848a6,10,3,3,1,0,""
0x020848b0,32,10,5,1,0,""
0x020848d0,62,24,2,3,0,""
0x0208490e,22,7,1,1,0,""
0x02084924,128,44,1,1,0,""
0x020849a4,16,5,1,1,0,""
0x020849b4,124,43,1,1,0,""
0x02084a30,324,114,2,6,0,""
0x02084b74,20,9,2,1,0,""
0x02084b88,54,16,1,2,0,""
0x02084bbe,554,186,1,16,0,""
0x02084de8,58,20,1,3,0,""
0x02084e22,1626,545,0,13,0,""
0x0208547c,50,18,1,0,0,""
0x020854ae,498,153,1,0,0,""
0x020856a0,40,13,7,0,0,""
0x020856c8,26,9,6,0,0,""
0x020856e2,40,13,7,0,0,""
0x0208570a,68,24,3,3,0,""
0x0208574e,62,21,3,3,0,""
0x0208578c,40,16,2,2,0,""
0x020857b4,74,22,2,3,0,""
0x020857fe,38,13,1,0,0,""
0x02085824,516,174,1,0,0,""
0x02085a28,2258,724,1,1,0,""
0x020862fa,2122,635,0,3,0,""
0x02086b44,50,17,2,2,0,""
0x02086b76,74,22,2,3,0,""
0x02086bc0,36,12,1,0,0,""
0x02086be4,212,76,1,1,0,""
0x02086cb8,24,6,1,0,0,""
0x02086cd0,210,70,1,2,0,""
0x02086da2,392,127,0,1,0,""
0x02086f2a,2812,906,0,1,0,""
0x02087a26,5320,1643,1,0,0,""
0x02088eee,212,69,0,1,0,""
0x02088fc2,94,30,1,0,0,""
0x02089020,172,53,1,0,0,""
0x020890cc,160,55,1,0,0,""
0x0208916c,1050,328,0,5,0,""
0x02089586,26,11,1,1,0,""
0x020895a0,182,59,1,3,0,""
0x02089656,172,52,1,3,0,""
0x02089702,386,133,1,3,0,""
0x02089884,84,30,1,0,0,""
0x020898d8,28,11,1,2,0,""
0x020898f4,80,29,1,0,0,""
0x02089944,7360,2540,0,15,0,""
0x0208b604,306,93,1,0,0,""
0x0208b736,2632,792,1,2,0,""
0x0208c17e,26,8,1,0,0,""
0x0208c198,78,25,1,0,0,""
0x0208c1e6,26,9,1,0,0,""
0x0208c200,436,144,0,4,0,""
0x0208c3b4,8680,3341,0,1,0,""
